Store,Dept,Current_Stock,Lead_Time,Ordering_Cost,Holding_Cost,Supplier_ID
13,20,250,7,403,14,S004
13,21,602,7,165,8,S004
13,22,988,7,333,21,S001
13,23,204,3,186,18,S001
13,24,665,7,178,22,S002
13,25,803,3,304,15,S004
13,26,881,7,378,20,S002
13,27,733,6,436,5,S001
13,28,604,7,353,11,S005
13,29,712,4,403,14,S005
13,30,844,7,479,13,S001
13,31,432,7,229,7,S004
13,32,723,6,183,18,S005
13,33,545,5,375,19,S004
13,34,245,6,286,6,S005
13,35,745,4,145,18,S004
13,36,277,5,486,20,S005
13,37,929,2,282,11,S004
13,38,272,2,367,8,S002
13,40,993,4,395,22,S004
13,41,448,6,421,9,S002
13,42,246,3,199,10,S002
13,43,320,4,177,11,S001
13,44,413,5,371,19,S002
13,45,438,5,438,5,S003
13,46,255,7,261,8,S002
13,47,549,2,143,5,S004
13,48,306,5,337,15,S002
13,49,247,4,233,22,S004
13,50,772,5,291,18,S004
13,51,536,4,455,15,S003
13,52,225,3,377,14,S002
13,54,456,7,117,21,S002
13,55,207,2,111,8,S005
13,56,824,5,279,19,S005
13,58,452,4,222,20,S001
13,59,891,6,345,17,S004
13,60,918,2,321,13,S003
13,67,502,3,472,15,S005
13,71,838,4,150,15,S002
13,72,255,7,170,10,S001
13,74,925,7,147,5,S003
13,77,725,3,118,10,S002
13,78,673,3,361,17,S002
13,79,227,7,183,9,S004
13,80,277,5,254,19,S004
13,81,415,5,152,22,S005
13,82,585,4,206,24,S005
13,83,564,6,456,18,S002
13,85,865,4,403,19,S002
13,87,725,6,234,9,S005
13,90,898,3,168,8,S005
13,91,511,2,110,6,S002
13,92,206,4,242,11,S003
13,93,202,4,291,14,S002
13,94,822,6,486,20,S003
13,95,949,3,477,14,S003
13,96,562,3,168,22,S002
13,97,950,6,122,21,S001
13,98,707,3,280,17,S005
13,99,473,7,392,5,S004
14,1,705,5,108,5,S002
14,2,938,7,370,19,S003
14,3,214,2,486,5,S002
14,4,391,4,192,10,S005
14,5,830,2,116,17,S003
14,6,684,4,253,5,S004
14,7,227,5,427,9,S004
14,8,913,3,248,13,S004
14,9,238,7,476,21,S001
14,10,472,6,366,20,S003
14,11,430,7,427,12,S003
14,12,285,5,205,21,S001
14,13,673,2,480,19,S003
14,14,325,6,134,5,S001
14,16,736,3,218,16,S002
14,17,344,5,113,9,S005
14,18,724,6,113,10,S004
14,19,411,5,365,5,S001
14,20,224,5,239,5,S001
14,21,779,3,393,14,S001
14,22,593,4,463,14,S002
14,23,266,6,218,7,S001
14,24,432,3,337,21,S005
14,25,308,5,133,23,S005
14,26,345,3,268,15,S004
14,27,310,4,109,22,S002
14,28,427,7,221,6,S005
14,29,310,6,244,13,S003
14,30,669,4,322,21,S003
14,31,233,2,470,18,S003
14,32,822,6,356,8,S001
14,33,975,4,367,21,S001
14,34,568,5,458,21,S003
14,35,947,6,103,16,S004
14,36,794,6,496,24,S004
14,38,753,3,453,22,S001
14,40,624,5,205,7,S003
14,41,812,2,184,15,S004
14,42,717,7,313,22,S001
14,43,891,4,220,8,S003
14,44,481,3,231,21,S002
14,45,519,4,437,22,S003
14,46,937,2,296,9,S003
14,47,642,2,118,18,S005
14,49,514,6,229,14,S005
14,50,940,2,111,19,S002
14,51,576,4,180,5,S002
14,52,488,5,429,20,S003
14,54,636,5,453,15,S004
14,55,861,6,361,24,S002
14,56,476,7,491,10,S003
14,58,909,4,224,20,S001
14,59,781,4,406,6,S005
14,60,702,2,366,5,S004
14,67,823,4,482,13,S003
14,71,715,3,239,16,S001
14,72,549,7,428,21,S005
14,74,645,2,101,19,S001
14,77,549,3,107,23,S003
14,78,806,6,349,14,S002
14,79,863,5,238,16,S005
14,80,336,6,223,18,S001
14,81,958,5,408,13,S002
14,82,442,6,327,17,S004
14,83,742,4,109,7,S003
14,85,239,3,311,18,S003
14,87,428,5,211,14,S005
14,90,747,2,107,20,S001
14,91,422,3,391,11,S004
14,92,205,2,461,8,S005
14,93,521,3,352,24,S005
14,94,667,3,113,15,S001
14,95,931,6,339,20,S004
14,96,274,5,341,24,S001
14,97,203,5,441,8,S003
14,98,845,3,248,21,S002
14,99,317,4,335,17,S003
15,1,805,4,405,15,S003
15,2,703,2,266,7,S005
15,3,773,2,119,13,S003
15,4,640,6,315,10,S004
15,5,393,3,442,15,S003
15,6,914,2,234,20,S004
15,7,591,2,492,23,S001
15,8,225,7,228,9,S005
15,9,634,3,393,18,S004
15,10,372,6,345,21,S003
15,11,499,2,288,7,S005
15,12,844,6,143,8,S005
15,13,525,5,185,20,S004
15,14,609,6,143,20,S004
15,16,317,4,429,8,S002
15,17,986,4,474,23,S002
15,18,923,6,477,21,S005
15,19,424,4,489,17,S002
15,20,731,5,244,5,S003
15,21,312,3,150,16,S001
15,22,339,4,341,8,S005
15,23,758,4,393,15,S001
15,24,200,6,150,9,S002
15,25,289,5,365,6,S004
15,26,853,3,219,21,S005
15,27,519,6,299,12,S002
15,28,749,6,347,10,S003
15,29,338,7,169,13,S005
15,30,710,5,440,17,S005
15,31,458,3,156,15,S004
15,32,872,5,481,20,S005
15,33,889,3,138,20,S004
15,34,209,5,388,6,S002
15,35,460,6,117,14,S003
15,36,849,6,319,16,S003
15,37,371,2,412,12,S005
15,38,212,4,343,15,S005
15,40,367,7,451,14,S002
15,41,841,5,403,17,S004
15,42,795,7,397,21,S003
15,43,520,2,382,11,S004
15,44,518,4,173,7,S002
15,45,812,5,209,24,S003
15,46,528,3,279,17,S003
15,47,984,4,131,23,S001
15,48,976,6,333,11,S002
15,49,749,2,381,13,S002
15,50,618,4,124,23,S001
15,51,805,4,430,17,S004
15,52,294,6,378,12,S001
15,54,780,5,325,22,S002
15,55,517,3,156,6,S004
15,56,435,6,279,22,S003
15,58,533,3,331,22,S001
15,59,575,5,481,15,S004
15,60,658,4,442,5,S004
15,67,336,3,386,18,S004
15,71,787,2,163,20,S001
15,72,746,2,331,15,S003
15,74,712,6,388,5,S004
15,77,495,5,312,11,S001
15,78,519,6,357,20,S002
15,79,771,6,117,18,S001
15,80,548,7,274,19,S001
15,81,978,6,328,18,S001
15,82,428,7,325,15,S004
15,83,469,2,183,20,S001
15,85,997,2,390,23,S002
15,87,490,6,469,21,S004
15,90,924,2,345,10,S002
15,91,364,5,209,15,S005
15,92,204,7,353,21,S001
15,93,578,7,187,13,S004
15,94,277,6,171,22,S004
15,95,609,2,480,21,S001
15,96,773,3,129,16,S003
15,97,331,7,271,9,S003
15,98,800,6,408,15,S002
15,99,948,6,493,8,S001
16,1,241,5,442,8,S001
16,2,288,4,276,7,S005
16,3,601,4,238,21,S003
16,4,495,7,293,11,S003
16,5,494,5,285,8,S001
16,6,815,5,317,17,S002
16,7,725,5,263,16,S001
16,8,999,7,260,5,S002
16,9,890,4,112,23,S003
16,10,836,5,395,24,S005
16,11,621,2,188,22,S004
16,12,222,6,423,15,S003
16,13,774,6,141,24,S002
16,14,342,3,309,7,S001
16,16,864,3,328,21,S003
16,17,344,7,449,16,S005
16,18,424,7,374,14,S002
16,19,702,6,378,12,S001
16,20,815,2,350,19,S004
16,21,303,4,409,9,S002
16,22,238,4,307,8,S001
16,23,397,7,420,24,S004
16,24,845,2,239,23,S001
16,25,778,7,379,8,S004
16,26,590,4,133,19,S004
16,27,378,7,408,21,S004
16,28,753,5,491,16,S001
16,29,647,7,117,7,S004
16,30,699,6,156,14,S002
16,31,214,7,211,19,S005
16,32,822,6,104,14,S005
16,33,868,2,281,22,S004
16,34,488,4,112,5,S005
16,35,677,3,438,7,S005
16,36,430,3,384,16,S004
16,38,619,4,358,5,S004
16,40,356,3,189,7,S002
16,41,749,7,203,7,S003
16,42,640,2,478,9,S001
16,44,296,2,285,23,S004
16,45,610,4,349,5,S004
16,46,488,3,354,8,S005
16,47,453,7,175,8,S002
16,48,395,2,485,21,S005
16,49,797,2,207,18,S004
16,51,721,5,255,22,S004
16,52,716,5,181,5,S005
16,54,834,2,176,20,S004
16,55,317,4,357,7,S003
16,56,358,6,226,13,S001
16,58,427,6,490,8,S001
16,59,415,7,381,9,S001
16,60,895,2,187,15,S003
16,67,214,2,303,13,S004
16,71,356,2,115,7,S005
16,72,847,4,250,10,S002
16,74,460,5,353,15,S004
16,77,356,2,287,13,S003
16,78,246,2,428,19,S003
16,79,523,3,131,7,S001
16,80,884,4,370,5,S004
16,81,329,7,496,24,S001
16,82,610,2,104,23,S002
16,83,294,3,429,18,S001
16,85,826,6,407,21,S002
16,87,954,7,432,18,S003
16,90,491,2,268,21,S001
16,91,993,2,280,18,S001
16,92,482,3,465,16,S005
16,93,268,4,277,20,S003
16,94,859,2,242,5,S005
16,95,210,6,461,17,S002
16,96,453,2,347,10,S002
16,97,749,6,226,21,S003
16,98,333,7,362,16,S002
16,99,911,7,139,23,S003
17,1,222,5,454,10,S002
17,2,545,5,354,11,S004
17,3,501,6,242,5,S001
17,4,562,4,339,5,S004
17,5,595,2,327,9,S003
17,6,417,2,440,10,S003
17,7,340,5,297,20,S004
17,8,815,6,164,20,S001
17,9,409,2,487,18,S001
17,10,822,2,110,5,S005
17,11,815,4,207,17,S002
17,12,882,3,125,24,S005
17,13,659,5,250,14,S001
17,14,555,5,320,14,S004
17,16,523,3,440,13,S002
17,17,332,2,336,17,S004
17,18,326,4,336,7,S005
17,19,305,4,318,22,S003
17,20,803,5,250,24,S004
17,21,998,4,222,6,S005
17,22,577,7,243,21,S005
17,23,250,3,288,23,S005
17,24,228,2,354,17,S003
17,25,661,7,167,17,S003
17,26,495,3,203,5,S003
17,27,496,6,435,6,S002
17,28,925,5,258,5,S003
17,29,978,4,408,9,S003
17,30,606,6,461,7,S003
17,31,968,4,399,11,S004
17,32,812,7,495,17,S003
17,33,604,2,189,22,S002
17,34,545,2,456,11,S005
17,35,821,2,355,5,S004
17,36,619,4,452,9,S001
17,38,381,6,319,21,S003
17,40,200,2,108,12,S005
17,41,766,6,111,19,S005
17,42,570,4,424,24,S004
17,44,860,7,343,8,S001
17,45,630,6,281,6,S002
17,46,508,7,383,9,S005
17,47,336,4,411,5,S005
17,48,401,4,198,9,S005
17,49,635,5,296,10,S005
17,51,512,4,465,6,S004
17,52,316,4,325,5,S001
17,54,865,3,432,8,S005
17,55,774,2,202,11,S002
17,56,443,5,205,5,S002
17,58,736,5,464,5,S003
17,59,801,5,467,12,S005
17,60,274,3,157,24,S005
17,67,585,7,177,20,S005
17,71,409,4,174,17,S005
17,72,674,2,141,22,S005
17,74,617,6,423,24,S002
17,77,546,7,280,14,S001
17,78,728,4,132,16,S001
17,79,839,3,170,5,S003
17,80,962,4,155,14,S002
17,81,378,4,204,13,S005
17,82,381,3,299,7,S001
17,83,863,5,200,23,S004
17,85,224,5,355,13,S004
17,87,379,2,406,14,S004
17,90,909,2,173,23,S005
17,91,700,5,270,20,S005
17,92,360,7,476,22,S003
17,93,376,6,242,18,S003
17,94,484,4,265,7,S003
17,95,262,6,498,6,S004
17,96,861,4,360,5,S005
17,97,865,5,320,22,S004
17,98,355,2,182,13,S003
17,99,668,7,281,17,S005
18,1,248,2,406,6,S002
18,2,283,6,109,11,S001
18,3,560,2,495,20,S001
18,4,888,5,103,23,S003
18,5,347,7,450,19,S004
18,6,829,6,435,15,S002
18,7,541,7,391,5,S005
18,8,675,4,380,11,S004
18,9,262,2,314,24,S003
18,10,900,7,197,12,S004
18,11,559,3,200,14,S003
18,12,760,2,108,9,S001
18,13,526,4,160,13,S001
18,14,968,7,408,5,S004
18,16,935,6,245,6,S002
18,17,340,4,162,23,S005
18,18,414,3,220,18,S003
18,19,634,7,325,24,S005
18,20,922,5,204,14,S001
18,21,517,2,359,13,S002
18,22,231,6,448,14,S002
18,23,869,5,354,10,S005
18,24,484,7,306,21,S001
18,25,504,7,127,10,S005
18,26,628,4,269,8,S004
18,27,676,7,435,24,S002
18,28,485,6,175,7,S002
18,29,343,5,215,23,S004
18,30,623,6,168,22,S001
18,31,218,3,453,8,S002
18,32,217,3,333,12,S003
18,33,968,2,100,21,S003
18,34,789,2,266,9,S001
18,35,570,3,451,17,S004
18,36,374,7,317,5,S005
18,38,393,6,372,17,S001
18,39,701,3,467,8,S005
18,40,312,2,350,18,S001
18,41,313,3,446,7,S003
18,42,421,7,443,9,S004
18,44,877,3,273,11,S003
18,45,843,6,269,5,S004
18,46,463,5,345,16,S005
18,47,254,7,189,15,S001
18,48,842,2,148,12,S002
18,49,999,6,393,10,S002
18,50,977,3,249,6,S004
18,51,657,3,231,23,S004
18,52,361,5,158,24,S003
18,54,579,2,423,24,S002
18,55,286,2,298,18,S003
18,56,254,4,314,5,S005
18,58,675,2,485,14,S002
18,59,999,5,148,20,S005
18,60,377,4,331,8,S001
18,67,590,4,346,15,S003
18,71,548,3,481,20,S004
18,72,207,3,338,24,S002
18,74,512,2,466,5,S003
18,77,958,4,267,20,S004
18,78,642,3,147,23,S001
18,79,966,5,150,13,S002
18,80,527,3,398,13,S005
18,81,253,7,197,13,S001
18,82,960,7,315,21,S004
18,83,438,3,276,16,S002
18,85,428,4,479,17,S002
18,87,778,4,179,12,S001
18,90,250,6,284,20,S002
18,91,808,7,466,22,S004
18,92,803,5,498,5,S001
18,93,463,4,126,5,S005
18,94,617,2,294,16,S001
18,95,295,7,313,10,S001
18,96,287,5,468,13,S005
18,97,277,5,441,9,S004
18,98,487,4,213,20,S003
18,99,319,5,341,22,S003
19,1,690,4,223,21,S005
19,2,651,3,404,22,S004
19,3,699,7,175,5,S002
19,4,364,6,410,23,S005
19,5,381,3,411,12,S003
19,6,668,7,295,7,S004
19,7,934,4,450,9,S001
19,8,206,7,143,12,S004
19,9,529,4,285,23,S004
19,10,974,3,442,22,S003
19,11,872,2,345,22,S003
19,12,350,2,183,5,S002
19,13,284,7,306,19,S002
19,14,346,2,250,22,S005
19,16,823,4,255,11,S001
19,17,580,5,115,20,S002
19,18,747,4,264,20,S003
19,19,484,5,244,19,S004
19,20,899,3,136,10,S005
19,21,281,6,432,13,S002
19,22,713,5,144,11,S004
19,23,908,2,305,18,S004
19,24,722,4,161,15,S002
19,25,945,3,455,20,S001
19,26,585,2,407,10,S001
19,27,906,3,118,20,S005
19,28,670,6,464,24,S001
19,29,318,4,399,20,S005
19,30,595,7,106,16,S003
19,31,731,4,348,21,S002
19,32,460,6,216,9,S004
19,33,455,4,167,17,S005
19,34,933,7,133,12,S001
19,35,425,5,293,9,S005
19,36,252,3,424,16,S005
19,37,699,7,154,13,S001
19,38,705,2,365,7,S001
19,39,563,6,141,7,S002
19,40,479,5,396,5,S004
19,41,792,2,330,22,S002
19,42,913,2,477,16,S002
19,44,357,6,493,13,S001
19,45,831,5,109,13,S001
19,46,258,2,457,22,S004
19,47,926,2,227,22,S005
19,48,327,5,278,11,S002
19,49,935,4,491,8,S004
19,50,920,2,292,17,S002
19,51,314,3,191,21,S005
19,52,408,5,468,6,S002
19,54,725,2,330,18,S003
19,55,720,6,177,7,S004
19,56,751,7,184,9,S001
19,58,436,3,129,18,S002
19,59,480,7,312,7,S004
19,60,558,7,148,11,S004
19,67,400,2,364,22,S002
19,71,957,3,244,17,S001
19,72,477,3,168,14,S001
19,74,434,4,157,17,S002
19,77,693,7,284,20,S004
19,78,203,3,161,13,S001
19,79,865,4,407,6,S002
19,80,641,5,395,9,S002
19,81,228,4,265,21,S002
19,82,308,6,270,8,S004
19,83,809,2,162,21,S001
19,85,926,5,246,13,S004
19,87,274,5,405,24,S003
19,90,345,6,260,6,S001
19,91,327,4,240,22,S004
19,92,241,2,433,15,S001
19,93,555,4,196,17,S003
19,94,240,3,320,12,S005
19,95,233,4,142,5,S002
19,96,216,5,391,21,S004
19,97,876,2,477,16,S003
19,98,352,4,207,8,S003
19,99,577,2,365,17,S001
20,1,787,2,194,13,S001
20,2,798,3,361,11,S002
20,3,828,3,412,9,S001
20,4,541,5,484,9,S004
20,5,226,6,170,21,S004
20,6,486,2,318,13,S004
20,7,845,6,120,10,S005
20,8,930,5,191,23,S004
20,9,367,2,226,20,S001
20,10,809,2,179,6,S001
20,11,467,7,411,14,S004
20,12,948,6,337,20,S003
20,13,654,4,471,9,S003
20,14,884,3,281,19,S003
20,16,600,4,124,17,S002
20,17,675,6,255,17,S005
20,18,901,3,104,17,S004
20,19,833,4,219,19,S002
20,20,757,7,376,18,S003
20,21,775,3,117,12,S004
20,22,329,2,297,15,S002
20,23,562,4,156,22,S001
20,24,904,3,192,8,S003
20,25,892,7,118,14,S002
20,26,491,3,483,5,S001
20,27,570,3,452,9,S003
20,28,993,7,292,17,S005
20,29,228,4,336,5,S003
20,30,348,5,486,12,S005
20,31,978,4,376,7,S005
20,32,495,6,326,7,S005
20,33,210,7,332,11,S004
20,34,711,4,139,8,S004
20,35,875,3,422,7,S005
20,36,312,7,252,19,S001
20,37,386,2,226,12,S005
20,38,943,4,336,7,S002
20,40,426,7,154,11,S005
20,41,509,4,271,22,S004
20,42,297,7,208,15,S004
20,44,254,3,453,15,S002
20,45,822,2,283,21,S002
20,46,863,2,467,10,S003
20,47,957,6,297,12,S001
20,48,605,7,470,5,S001
20,49,268,4,472,14,S001
20,50,511,2,186,23,S004
20,51,488,2,300,7,S001
20,52,961,5,436,8,S003
20,54,747,5,421,15,S003
20,55,950,2,374,19,S001
20,56,347,7,310,5,S002
20,58,666,6,490,13,S003
20,59,938,2,217,15,S002
20,60,443,3,290,23,S004
20,67,690,4,141,17,S003
20,71,706,6,141,20,S002
20,72,564,3,414,8,S001
20,74,681,6,375,5,S004
20,77,400,3,428,24,S005
20,78,353,4,116,17,S005
20,79,649,4,382,5,S001
20,80,700,5,357,9,S004
20,81,272,7,162,9,S004
20,82,912,3,161,18,S004
20,83,495,5,199,18,S004
20,85,216,3,118,12,S005
20,87,840,5,116,8,S002
20,90,416,4,424,11,S004
20,91,260,6,472,24,S002
20,92,815,5,345,23,S004
20,93,241,3,350,19,S003
20,94,224,3,180,8,S003
20,95,238,7,138,23,S003
20,96,330,4,135,13,S004
20,97,697,3,487,17,S002
20,98,428,2,296,18,S005
20,99,307,6,257,18,S001
21,1,371,5,303,14,S005
21,2,634,7,295,20,S004
21,3,677,6,315,9,S003
21,4,301,4,384,10,S003
21,5,723,7,295,6,S002
21,6,474,5,406,17,S004
21,7,812,5,251,17,S005
21,8,243,2,113,23,S004
21,9,216,4,424,22,S004
21,10,529,7,245,23,S003
21,11,768,7,156,5,S005
21,12,696,3,310,12,S001
21,13,211,2,367,20,S003
21,14,517,2,309,6,S005
21,16,791,7,116,12,S002
21,17,415,7,385,10,S003
21,18,538,6,443,20,S002
21,19,975,6,302,15,S003
21,20,860,6,198,21,S004
21,21,280,2,378,23,S005
21,22,926,3,308,15,S002
21,23,684,5,228,12,S003
21,24,573,6,434,8,S002
21,25,909,3,387,15,S003
21,26,399,4,351,12,S003
21,27,736,6,364,13,S001
21,28,665,5,370,6,S001
21,29,288,4,287,20,S001
21,30,467,4,313,10,S002
21,31,854,5,382,23,S004
21,32,770,6,310,12,S003
21,33,688,2,464,18,S005
21,34,737,5,175,20,S001
21,35,246,5,247,16,S002
21,36,487,5,420,9,S002
21,38,977,4,312,23,S002
21,40,215,3,208,22,S005
21,41,910,2,228,13,S005
21,42,600,6,109,6,S001
21,44,993,6,146,24,S005
21,45,285,3,478,16,S001
21,46,449,5,414,6,S005
21,47,590,2,195,14,S005
21,48,981,6,202,5,S005
21,49,534,7,479,8,S001
21,50,828,6,441,16,S003
21,51,718,5,245,13,S001
21,52,336,7,467,8,S003
21,54,887,3,126,13,S002
21,55,697,2,319,10,S002
21,56,926,3,117,5,S001
21,58,676,3,266,14,S003
21,59,793,2,181,18,S003
21,60,422,2,171,22,S003
21,67,571,6,409,10,S002
21,71,601,6,353,22,S001
21,72,642,2,261,24,S004
21,74,689,7,426,20,S003
21,77,814,4,137,19,S003
21,78,472,6,492,20,S004
21,79,725,4,300,12,S001
21,80,358,7,299,17,S003
21,81,351,2,354,15,S001
21,82,819,7,278,11,S003
21,83,387,6,134,21,S005
21,85,297,3,181,22,S003
21,87,330,2,488,23,S005
21,90,370,5,497,17,S001
21,91,382,4,319,19,S003
21,92,563,7,257,5,S002
21,93,238,2,103,20,S002
21,94,726,7,266,9,S004
21,95,696,2,303,7,S002
21,96,715,6,293,14,S005
21,97,548,6,334,23,S002
21,98,596,6,305,9,S002
21,99,921,7,249,11,S002
22,1,360,5,258,18,S003
22,2,215,6,378,7,S004
22,3,692,2,403,17,S001
22,4,625,6,480,17,S004
22,5,307,3,265,14,S005
22,6,649,6,410,6,S003
22,7,510,7,167,10,S003
22,8,938,5,187,12,S002
22,9,369,3,316,8,S002
22,10,745,7,100,16,S005
22,11,613,7,234,19,S003
22,12,450,7,284,12,S001
22,13,958,2,450,11,S004
22,14,980,7,239,18,S003
22,16,340,2,205,23,S001
22,17,473,7,232,18,S001
22,18,615,4,207,17,S004
22,19,807,3,277,5,S001
22,20,938,4,397,23,S005
22,21,238,7,457,5,S001
22,22,228,3,479,8,S005
22,23,676,3,495,14,S001
22,24,517,5,458,7,S002
22,25,444,4,245,24,S001
22,26,947,5,173,13,S005
22,27,896,3,207,7,S001
22,28,471,2,221,10,S001
22,29,639,3,116,10,S001
22,30,947,5,295,16,S005
22,31,438,4,426,5,S001
22,32,576,7,417,20,S004
22,33,465,7,396,9,S004
22,34,558,4,351,13,S005
22,35,539,7,218,14,S002
22,36,588,7,261,17,S004
22,38,776,5,297,19,S003
22,40,888,4,144,16,S004
22,41,202,6,413,9,S003
22,42,628,2,278,9,S005
22,44,341,2,481,22,S002
22,45,575,7,143,16,S003
22,46,869,2,370,7,S003
22,47,523,4,177,11,S004
22,48,345,4,425,21,S003
22,49,492,3,277,23,S005
22,51,864,3,456,22,S005
22,52,631,2,102,5,S005
22,54,904,6,313,9,S004
22,55,784,3,441,6,S002
22,56,598,3,173,5,S004
22,58,543,4,150,11,S005
22,59,339,6,166,15,S004
22,60,386,7,431,15,S005
22,67,260,2,192,22,S001
22,71,579,3,275,21,S001
22,72,909,6,244,6,S003
22,74,639,6,106,11,S002
22,77,518,2,368,11,S001
22,78,501,6,475,14,S005
22,79,543,6,421,7,S004
22,80,210,6,103,16,S004
22,81,261,3,237,7,S003
22,82,425,2,330,15,S004
22,83,352,6,187,16,S001
22,85,910,6,116,8,S004
22,87,763,3,151,20,S001
22,90,971,2,233,24,S001
22,91,770,4,310,22,S002
22,92,783,3,424,8,S003
22,93,859,2,492,10,S005
22,94,774,6,318,19,S001
22,95,509,2,304,5,S003
22,96,442,2,310,7,S005
22,97,692,7,376,9,S004
22,98,565,2,123,21,S003
22,99,529,4,103,18,S003
23,1,306,2,251,13,S003
23,2,425,4,358,7,S004
23,3,417,6,423,17,S004
23,4,952,4,456,7,S003
23,5,705,6,267,15,S002
23,6,458,6,275,6,S001
23,7,973,4,409,19,S004
23,8,716,3,390,17,S002
23,9,972,5,155,23,S004
23,10,253,2,207,20,S003
23,11,246,7,395,22,S002
23,12,926,5,423,11,S005
23,13,888,2,401,17,S001
23,14,720,2,433,8,S001
23,16,298,6,240,13,S004
23,17,219,2,254,14,S001
23,18,952,7,361,13,S005
23,19,772,2,372,11,S002
23,20,689,4,331,19,S002
23,21,618,5,340,12,S003
23,22,889,4,454,23,S002
23,23,261,7,436,15,S004
23,24,344,2,357,9,S005
23,25,415,7,348,6,S003
23,26,202,6,176,14,S004
23,27,359,4,279,20,S004
23,28,938,4,165,17,S004
23,29,980,3,407,12,S001
23,30,319,2,447,13,S004
23,31,288,6,270,15,S001
23,32,528,4,121,15,S002
23,33,779,4,466,20,S001
23,34,556,6,206,14,S004
23,35,809,7,422,16,S005
23,36,466,7,326,10,S005
23,38,816,2,495,16,S002
23,40,522,3,315,14,S004
23,41,834,4,168,22,S001
23,42,740,3,183,22,S005
23,44,848,7,202,8,S003
23,45,394,7,138,13,S004
23,46,937,5,112,11,S004
23,47,531,2,396,22,S003
23,48,369,5,412,12,S005
23,49,720,5,280,15,S003
23,50,662,5,367,11,S002
23,51,239,2,112,13,S001
23,52,736,2,219,12,S001
23,54,460,6,452,7,S005
23,55,594,3,156,21,S003
23,56,425,3,139,6,S004
23,58,323,6,473,19,S004
23,59,237,6,435,18,S004
23,60,527,7,227,22,S002
23,67,450,5,272,20,S002
23,71,375,6,134,24,S004
23,72,801,4,358,8,S005
23,74,653,3,475,24,S002
23,77,236,6,104,10,S002
23,78,515,4,317,10,S001
23,79,887,4,110,15,S001
23,80,995,4,481,21,S005
23,81,792,7,426,7,S002
23,82,313,7,216,17,S002
23,83,239,4,283,7,S003
23,85,500,7,493,20,S005
23,87,423,5,461,19,S005
23,90,517,4,215,15,S003
23,91,548,5,261,22,S003
23,92,314,5,166,19,S001
23,93,897,4,299,9,S005
23,94,522,3,130,20,S005
23,95,767,4,174,20,S003
23,96,239,4,336,21,S004
23,97,239,7,426,13,S004
23,98,948,4,165,7,S001
23,99,488,3,169,24,S004
24,1,461,7,396,17,S004
24,2,415,2,119,7,S004
24,3,346,2,325,11,S002
24,4,535,5,495,10,S001
24,5,367,5,298,13,S003
24,6,291,3,138,16,S004
24,7,552,6,244,19,S002
24,8,770,2,144,24,S004
24,9,770,5,494,7,S002
24,10,880,2,425,14,S001
24,11,980,3,480,5,S004
24,12,562,3,190,23,S002
24,13,756,6,337,23,S005
24,14,544,6,169,17,S005
24,16,892,7,265,16,S002
24,17,369,3,229,5,S004
24,18,555,5,313,23,S004
24,19,390,2,439,20,S001
24,20,866,4,188,19,S001
24,21,621,6,434,20,S003
24,22,899,4,351,15,S001
24,23,206,5,468,10,S004
24,24,332,6,448,15,S003
24,25,946,4,171,7,S001
24,26,756,5,264,19,S002
24,27,960,2,148,5,S005
24,28,230,5,151,11,S001
24,29,734,7,388,5,S001
24,30,625,6,377,21,S002
24,31,593,3,213,13,S004
24,32,871,2,338,17,S002
24,33,562,4,232,15,S001
24,34,636,6,373,24,S004
24,35,869,3,265,10,S003
24,36,750,5,473,5,S001
24,37,281,3,472,11,S002
24,38,555,6,392,16,S003
24,40,457,6,342,24,S005
24,41,917,7,419,23,S003
24,42,788,7,237,21,S002
24,44,723,3,178,8,S003
24,45,494,5,269,7,S002
24,46,423,3,222,5,S001
24,47,724,6,275,22,S004
24,49,245,6,399,19,S005
24,50,866,4,181,12,S004
24,51,312,7,186,5,S004
24,52,432,4,324,24,S004
24,54,216,2,115,18,S002
24,55,559,6,409,8,S002
24,56,422,4,457,9,S005
24,58,899,3,262,17,S002
24,59,647,7,197,19,S002
24,60,564,7,255,10,S002
24,67,874,5,101,5,S002
24,71,525,3,449,23,S001
24,72,666,5,496,17,S005
24,74,613,4,268,10,S002
24,77,654,2,414,19,S005
24,78,785,3,424,20,S003
24,79,432,3,474,20,S001
24,80,423,3,191,14,S002
24,81,611,5,280,13,S001
24,82,771,4,330,13,S001
24,83,534,3,400,21,S003
24,85,421,3,247,21,S005
24,87,236,7,379,21,S001
24,90,477,2,288,16,S004
24,91,395,7,446,17,S003
24,92,683,7,449,16,S004
24,93,441,2,413,18,S003
24,94,523,4,227,14,S004
24,95,930,7,106,23,S004
24,96,391,4,146,6,S001
24,97,216,7,152,8,S001
24,98,723,6,286,23,S003
24,99,600,2,137,11,S005
25,1,904,7,325,19,S001
25,2,221,6,152,19,S001
25,3,673,5,498,10,S002
25,4,319,6,323,7,S001
25,5,409,3,253,10,S005
25,6,505,7,147,20,S002
25,7,469,6,450,6,S004
25,8,903,4,246,11,S004
25,9,886,5,492,15,S002
25,10,484,7,163,11,S002
25,11,915,3,448,8,S002
25,12,875,6,281,24,S003
25,13,962,5,224,11,S005
25,14,426,7,278,8,S005
25,16,580,5,138,16,S004
25,17,659,3,359,9,S004
25,18,206,6,481,23,S004
25,19,228,5,102,9,S001
25,20,232,5,163,23,S004
